Generation,Car ID,Speed,Angle,Distance,Alive
2,10,12,90,336,True
2,15,12,100,368,False
2,17,16,100,438,True
2,21,28,70,572,True
2,23,20,70,480,True
2,27,12,90,352,True
2,30,12,80,358,True
2,36,20,80,480,True
2,39,12,80,326,True
2,1,18,100,412,True
2,2,12,70,430,True
2,5,20,50,500,True
2,8,30,90,500,True
2,9,20,70,500,True
2,10,12,90,348,True
2,17,16,90,454,True
2,21,28,80,600,False
2,23,20,60,500,True
2,27,12,90,364,True
2,30,12,80,370,True
2,36,20,70,500,True
2,39,12,80,338,True
2,1,20,100,432,True
2,2,12,80,442,True
2,5,20,40,520,True
2,8,32,90,532,True
2,9,20,60,520,True
2,10,12,90,360,True
2,17,16,80,470,True
2,23,20,50,520,True
2,27,12,90,376,True
2,30,12,80,382,True
2,36,20,80,520,True
2,39,12,80,350,True
2,1,22,100,454,True
2,2,12,70,454,True
2,5,20,30,540,True
2,8,34,90,566,False
2,9,20,50,540,True
2,10,12,90,372,True
2,17,16,70,486,True
2,23,20,40,540,True
2,27,12,90,388,True
2,30,12,90,394,True
2,36,20,90,540,True
2,39,12,80,362,True
2,1,24,100,478,True
2,2,12,60,466,True
2,5,20,20,560,True
2,9,20,40,560,True
2,10,12,90,384,True
2,17,16,60,502,True
2,23,18,40,558,True
2,27,12,90,400,True
2,30,12,90,406,True
2,36,20,100,560,True
2,39,12,80,374,True
2,1,26,100,504,False
2,2,12,50,478,True
2,5,20,10,580,True
2,9,20,30,580,True
2,10,12,90,396,True
2,17,16,50,518,True
2,23,16,40,574,True
2,27,12,90,412,True
2,30,12,90,418,True
2,36,20,110,580,False
2,39,12,80,386,True
2,2,12,40,490,True
2,5,20,0,600,True
2,9,20,20,600,True
2,10,14,90,410,True
2,17,16,40,534,True
2,23,14,40,588,True
2,27,12,90,424,True
2,30,12,90,430,True
2,39,12,80,398,True
2,2,12,30,502,True
2,5,20,-10,620,True
2,9,20,10,620,True
2,10,12,90,422,True
2,17,16,30,550,True
2,23,12,40,600,False
2,27,12,90,436,True
2,30,12,100,442,True
2,39,12,80,410,True
2,2,12,20,514,True
2,5,20,-20,640,True
2,9,20,0,640,True
2,10,12,90,434,True
2,17,16,20,566,True
2,27,12,90,448,True
2,30,12,110,454,True
2,39,12,80,422,True
2,2,12,10,526,True
2,5,20,-30,660,True
2,9,20,-10,660,True
2,10,14,90,448,True
2,17,16,10,582,True
2,27,12,90,460,True
2,30,12,110,466,True
2,39,12,80,434,True
2,2,12,0,538,True
2,5,22,-30,682,False
2,9,20,-20,680,True
2,10,12,90,460,True
2,17,16,0,598,True
2,27,12,90,472,True
2,30,12,110,478,True
2,39,12,80,446,True
2,2,12,-10,550,True
2,9,20,-30,700,True
2,10,12,90,472,True
2,17,16,-10,614,True
2,27,12,90,484,True
2,30,12,110,490,True
2,39,12,80,458,True
2,2,12,-20,562,True
2,9,20,-40,720,False
2,10,12,90,484,True
2,17,16,-20,630,True
2,27,12,90,496,True
2,30,12,110,502,True
2,39,12,80,470,True
2,2,12,-30,574,True
2,10,12,90,496,True
2,17,16,-30,646,True
2,27,12,90,508,True
2,30,12,110,514,True
2,39,12,80,482,True
2,2,12,-40,586,True
2,10,12,90,508,True
2,17,16,-40,662,True
2,27,12,90,520,True
2,30,12,110,526,True
2,39,12,80,494,True
2,2,12,-50,598,True
2,10,12,90,520,True
2,17,16,-50,678,True
2,27,12,90,532,True
2,30,12,110,538,True
2,39,14,80,508,True
2,2,12,-40,610,True
2,10,12,90,532,True
2,17,16,-60,694,True
2,27,12,90,544,True
2,30,12,110,550,True
2,39,14,90,522,True
